[*] Mapping R-DAC patterns in SP-808TS25E.ima...
[*] Block Size: 4096 bytes
LBA        | Offset       | Entropy  | Type
4144       | 0x206000     | 7.54     | DATA (R-DAC?)
4152       | 0x207000     | 7.68     | DATA (R-DAC?)
4160       | 0x208000     | 7.57     | DATA (R-DAC?)
4168       | 0x209000     | 7.53     | DATA (R-DAC?)
4176       | 0x20a000     | 7.53     | DATA (R-DAC?)
4184       | 0x20b000     | 7.49     | DATA (R-DAC?)
4192       | 0x20c000     | 7.45     | DATA (R-DAC?)
4200       | 0x20d000     | 7.56     | DATA (R-DAC?)
4208       | 0x20e000     | 7.41     | DATA (R-DAC?)
4216       | 0x20f000     | 7.39     | DATA (R-DAC?)
4224       | 0x210000     | 7.41     | DATA (R-DAC?)
4232       | 0x211000     | 7.39     | DATA (R-DAC?)
4240       | 0x212000     | 7.30     | DATA (R-DAC?)
4248       | 0x213000     | 7.29     | DATA (R-DAC?)
4256       | 0x214000     | 7.25     | DATA (R-DAC?)
4264       | 0x215000     | 7.26     | DATA (R-DAC?)
4272       | 0x216000     | 7.25     | DATA (R-DAC?)
4280       | 0x217000     | 7.27     | DATA (R-DAC?)
4288       | 0x218000     | 7.20     | Metadata/Table
4296       | 0x219000     | 7.18     | Metadata/Table
4304       | 0x21a000     | 7.58     | DATA (R-DAC?)
4312       | 0x21b000     | 7.72     | DATA (R-DAC?)
4320       | 0x21c000     | 7.80     | DATA (R-DAC?)
4328       | 0x21d000     | 7.72     | DATA (R-DAC?)
4336       | 0x21e000     | 7.66     | DATA (R-DAC?)
4344       | 0x21f000     | 7.64     | DATA (R-DAC?)
4352       | 0x220000     | 7.58     | DATA (R-DAC?)
4360       | 0x221000     | 7.66     | DATA (R-DAC?)
4368       | 0x222000     | 7.63     | DATA (R-DAC?)
4376       | 0x223000     | 7.62     | DATA (R-DAC?)
4384       | 0x224000     | 7.63     | DATA (R-DAC?)
4392       | 0x225000     | 7.60     | DATA (R-DAC?)
4400       | 0x226000     | 7.62     | DATA (R-DAC?)
4408       | 0x227000     | 7.66     | DATA (R-DAC?)
4416       | 0x228000     | 7.61     | DATA (R-DAC?)
4424       | 0x229000     | 7.62     | DATA (R-DAC?)
4432       | 0x22a000     | 7.63     | DATA (R-DAC?)
4440       | 0x22b000     | 7.46     | DATA (R-DAC?)
4448       | 0x22c000     | 7.47     | DATA (R-DAC?)
4456       | 0x22d000     | 7.68     | DATA (R-DAC?)
4464       | 0x22e000     | 7.62     | DATA (R-DAC?)
4472       | 0x22f000     | 7.66     | DATA (R-DAC?)
4480       | 0x230000     | 7.69     | DATA (R-DAC?)
4488       | 0x231000     | 7.73     | DATA (R-DAC?)
4496       | 0x232000     | 7.76     | DATA (R-DAC?)
4504       | 0x233000     | 7.76     | DATA (R-DAC?)
4512       | 0x234000     | 7.72     | DATA (R-DAC?)
4520       | 0x235000     | 7.65     | DATA (R-DAC?)
4528       | 0x236000     | 7.64     | DATA (R-DAC?)
4536       | 0x237000     | 7.64     | DATA (R-DAC?)
4544       | 0x238000     | 7.70     | DATA (R-DAC?)
4552       | 0x239000     | 7.61     | DATA (R-DAC?)
4560       | 0x23a000     | 7.62     | DATA (R-DAC?)
4568       | 0x23b000     | 7.65     | DATA (R-DAC?)
4576       | 0x23c000     | 7.65     | DATA (R-DAC?)
4584       | 0x23d000     | 7.68     | DATA (R-DAC?)
4592       | 0x23e000     | 7.73     | DATA (R-DAC?)
4600       | 0x23f000     | 7.54     | DATA (R-DAC?)
4608       | 0x240000     | 7.67     | DATA (R-DAC?)
4616       | 0x241000     | 7.60     | DATA (R-DAC?)
4624       | 0x242000     | 7.64     | DATA (R-DAC?)
4632       | 0x243000     | 7.49     | DATA (R-DAC?)
4640       | 0x244000     | 7.72     | DATA (R-DAC?)
4648       | 0x245000     | 7.70     | DATA (R-DAC?)
4656       | 0x246000     | 7.69     | DATA (R-DAC?)
4664       | 0x247000     | 7.69     | DATA (R-DAC?)
4672       | 0x248000     | 7.72     | DATA (R-DAC?)
4680       | 0x249000     | 7.73     | DATA (R-DAC?)
4688       | 0x24a000     | 7.70     | DATA (R-DAC?)
4696       | 0x24b000     | 7.69     | DATA (R-DAC?)
4704       | 0x24c000     | 7.59     | DATA (R-DAC?)
4712       | 0x24d000     | 7.57     | DATA (R-DAC?)
4720       | 0x24e000     | 7.50     | DATA (R-DAC?)
4728       | 0x24f000     | 7.63     | DATA (R-DAC?)
4736       | 0x250000     | 7.53     | DATA (R-DAC?)
4744       | 0x251000     | 7.58     | DATA (R-DAC?)
4752       | 0x252000     | 7.67     | DATA (R-DAC?)
4760       | 0x253000     | 7.63     | DATA (R-DAC?)
4768       | 0x254000     | 7.60     | DATA (R-DAC?)
4776       | 0x255000     | 7.65     | DATA (R-DAC?)
4784       | 0x256000     | 7.63     | DATA (R-DAC?)
4792       | 0x257000     | 7.55     | DATA (R-DAC?)
4800       | 0x258000     | 7.56     | DATA (R-DAC?)
4808       | 0x259000     | 7.51     | DATA (R-DAC?)
4816       | 0x25a000     | 7.52     | DATA (R-DAC?)
4824       | 0x25b000     | 7.72     | DATA (R-DAC?)
4832       | 0x25c000     | 7.68     | DATA (R-DAC?)
4840       | 0x25d000     | 7.68     | DATA (R-DAC?)
4848       | 0x25e000     | 7.69     | DATA (R-DAC?)
4856       | 0x25f000     | 7.72     | DATA (R-DAC?)
4864       | 0x260000     | 7.79     | DATA (R-DAC?)
4872       | 0x261000     | 7.71     | DATA (R-DAC?)
4880       | 0x262000     | 7.68     | DATA (R-DAC?)
4888       | 0x263000     | 7.64     | DATA (R-DAC?)
4896       | 0x264000     | 7.62     | DATA (R-DAC?)
4904       | 0x265000     | 7.61     | DATA (R-DAC?)
4912       | 0x266000     | 7.69     | DATA (R-DAC?)
4920       | 0x267000     | 7.60     | DATA (R-DAC?)
4928       | 0x268000     | 7.56     | DATA (R-DAC?)
4936       | 0x269000     | 7.68     | DATA (R-DAC?)
4944       | 0x26a000     | 7.59     | DATA (R-DAC?)
4952       | 0x26b000     | 7.63     | DATA (R-DAC?)
4960       | 0x26c000     | 7.67     | DATA (R-DAC?)
4968       | 0x26d000     | 7.63     | DATA (R-DAC?)
4976       | 0x26e000     | 7.65     | DATA (R-DAC?)
4984       | 0x26f000     | 7.55     | DATA (R-DAC?)
4992       | 0x270000     | 7.71     | DATA (R-DAC?)
5000       | 0x271000     | 7.58     | DATA (R-DAC?)
5008       | 0x272000     | 7.75     | DATA (R-DAC?)
5016       | 0x273000     | 7.70     | DATA (R-DAC?)
5024       | 0x274000     | 7.73     | DATA (R-DAC?)
5032       | 0x275000     | 7.76     | DATA (R-DAC?)
5040       | 0x276000     | 7.72     | DATA (R-DAC?)
5048       | 0x277000     | 7.80     | DATA (R-DAC?)
5056       | 0x278000     | 7.73     | DATA (R-DAC?)
5064       | 0x279000     | 7.52     | DATA (R-DAC?)
5072       | 0x27a000     | 5.53     | Metadata/Table
5080       | 0x27b000     | 7.68     | DATA (R-DAC?)
5088       | 0x27c000     | 7.78     | DATA (R-DAC?)
5096       | 0x27d000     | 7.77     | DATA (R-DAC?)
5104       | 0x27e000     | 7.78     | DATA (R-DAC?)
5112       | 0x27f000     | 7.80     | DATA (R-DAC?)
5120       | 0x280000     | 7.73     | DATA (R-DAC?)
5128       | 0x281000     | 7.78     | DATA (R-DAC?)
5136       | 0x282000     | 7.78     | DATA (R-DAC?)
5144       | 0x283000     | 7.77     | DATA (R-DAC?)
5152       | 0x284000     | 7.79     | DATA (R-DAC?)
5160       | 0x285000     | 7.78     | DATA (R-DAC?)
5168       | 0x286000     | 7.77     | DATA (R-DAC?)
5176       | 0x287000     | 7.80     | DATA (R-DAC?)
5184       | 0x288000     | 7.77     | DATA (R-DAC?)
5192       | 0x289000     | 7.78     | DATA (R-DAC?)
5200       | 0x28a000     | 7.78     | DATA (R-DAC?)
5208       | 0x28b000     | 7.76     | DATA (R-DAC?)
5216       | 0x28c000     | 7.78     | DATA (R-DAC?)
5224       | 0x28d000     | 7.79     | DATA (R-DAC?)
5232       | 0x28e000     | 7.76     | DATA (R-DAC?)
5240       | 0x28f000     | 7.79     | DATA (R-DAC?)
5248       | 0x290000     | 7.76     | DATA (R-DAC?)
5256       | 0x291000     | 7.78     | DATA (R-DAC?)
5264       | 0x292000     | 7.79     | DATA (R-DAC?)
5272       | 0x293000     | 7.74     | DATA (R-DAC?)
5280       | 0x294000     | 7.77     | DATA (R-DAC?)
5288       | 0x295000     | 7.77     | DATA (R-DAC?)
5296       | 0x296000     | 7.78     | DATA (R-DAC?)
5304       | 0x297000     | 7.75     | DATA (R-DAC?)
5312       | 0x298000     | 7.76     | DATA (R-DAC?)
5320       | 0x299000     | 7.77     | DATA (R-DAC?)
5328       | 0x29a000     | 7.75     | DATA (R-DAC?)
5336       | 0x29b000     | 7.73     | DATA (R-DAC?)
5344       | 0x29c000     | 7.76     | DATA (R-DAC?)
5352       | 0x29d000     | 7.76     | DATA (R-DAC?)
5360       | 0x29e000     | 7.76     | DATA (R-DAC?)
5368       | 0x29f000     | 7.76     | DATA (R-DAC?)
5376       | 0x2a0000     | 7.78     | DATA (R-DAC?)
5384       | 0x2a1000     | 7.78     | DATA (R-DAC?)
5392       | 0x2a2000     | 7.76     | DATA (R-DAC?)
5400       | 0x2a3000     | 7.80     | DATA (R-DAC?)
5408       | 0x2a4000     | 7.76     | DATA (R-DAC?)
5416       | 0x2a5000     | 7.79     | DATA (R-DAC?)
5424       | 0x2a6000     | 7.78     | DATA (R-DAC?)
5432       | 0x2a7000     | 7.77     | DATA (R-DAC?)
5440       | 0x2a8000     | 7.74     | DATA (R-DAC?)
5448       | 0x2a9000     | 7.74     | DATA (R-DAC?)
5456       | 0x2aa000     | 7.75     | DATA (R-DAC?)
5464       | 0x2ab000     | 7.77     | DATA (R-DAC?)
5472       | 0x2ac000     | 7.79     | DATA (R-DAC?)
5480       | 0x2ad000     | 7.78     | DATA (R-DAC?)
5488       | 0x2ae000     | 7.74     | DATA (R-DAC?)
5496       | 0x2af000     | 7.78     | DATA (R-DAC?)
5504       | 0x2b0000     | 7.77     | DATA (R-DAC?)
5512       | 0x2b1000     | 7.77     | DATA (R-DAC?)
5520       | 0x2b2000     | 7.78     | DATA (R-DAC?)
5528       | 0x2b3000     | 7.75     | DATA (R-DAC?)
5536       | 0x2b4000     | 7.75     | DATA (R-DAC?)
5544       | 0x2b5000     | 7.75     | DATA (R-DAC?)
5552       | 0x2b6000     | 7.78     | DATA (R-DAC?)
5560       | 0x2b7000     | 7.77     | DATA (R-DAC?)
5568       | 0x2b8000     | 7.77     | DATA (R-DAC?)
5576       | 0x2b9000     | 7.77     | DATA (R-DAC?)
5584       | 0x2ba000     | 7.76     | DATA (R-DAC?)
5592       | 0x2bb000     | 7.77     | DATA (R-DAC?)
5600       | 0x2bc000     | 7.77     | DATA (R-DAC?)
5608       | 0x2bd000     | 7.76     | DATA (R-DAC?)
5616       | 0x2be000     | 7.76     | DATA (R-DAC?)
5624       | 0x2bf000     | 7.76     | DATA (R-DAC?)
5632       | 0x2c0000     | 7.74     | DATA (R-DAC?)
5640       | 0x2c1000     | 7.76     | DATA (R-DAC?)
5648       | 0x2c2000     | 7.74     | DATA (R-DAC?)
5656       | 0x2c3000     | 7.75     | DATA (R-DAC?)
5664       | 0x2c4000     | 7.76     | DATA (R-DAC?)
5672       | 0x2c5000     | 7.79     | DATA (R-DAC?)
5680       | 0x2c6000     | 7.77     | DATA (R-DAC?)
5688       | 0x2c7000     | 7.78     | DATA (R-DAC?)
5696       | 0x2c8000     | 7.74     | DATA (R-DAC?)
5704       | 0x2c9000     | 7.76     | DATA (R-DAC?)
5712       | 0x2ca000     | 7.78     | DATA (R-DAC?)
5720       | 0x2cb000     | 7.78     | DATA (R-DAC?)
5728       | 0x2cc000     | 7.77     | DATA (R-DAC?)
5736       | 0x2cd000     | 7.77     | DATA (R-DAC?)
5744       | 0x2ce000     | 7.77     | DATA (R-DAC?)
5752       | 0x2cf000     | 7.76     | DATA (R-DAC?)
5760       | 0x2d0000     | 7.75     | DATA (R-DAC?)
5768       | 0x2d1000     | 7.79     | DATA (R-DAC?)
5776       | 0x2d2000     | 7.77     | DATA (R-DAC?)
5784       | 0x2d3000     | 7.77     | DATA (R-DAC?)
5792       | 0x2d4000     | 7.74     | DATA (R-DAC?)
5800       | 0x2d5000     | 7.78     | DATA (R-DAC?)
5808       | 0x2d6000     | 7.75     | DATA (R-DAC?)
5816       | 0x2d7000     | 7.79     | DATA (R-DAC?)
5824       | 0x2d8000     | 7.80     | DATA (R-DAC?)
5832       | 0x2d9000     | 7.80     | DATA (R-DAC?)
5840       | 0x2da000     | 7.78     | DATA (R-DAC?)
5848       | 0x2db000     | 7.78     | DATA (R-DAC?)
5856       | 0x2dc000     | 7.79     | DATA (R-DAC?)
5864       | 0x2dd000     | 7.77     | DATA (R-DAC?)
5872       | 0x2de000     | 7.77     | DATA (R-DAC?)
5880       | 0x2df000     | 7.75     | DATA (R-DAC?)
5888       | 0x2e0000     | 7.74     | DATA (R-DAC?)
5896       | 0x2e1000     | 7.78     | DATA (R-DAC?)
5904       | 0x2e2000     | 7.75     | DATA (R-DAC?)
5912       | 0x2e3000     | 7.75     | DATA (R-DAC?)
5920       | 0x2e4000     | 7.76     | DATA (R-DAC?)
5928       | 0x2e5000     | 7.75     | DATA (R-DAC?)
5936       | 0x2e6000     | 7.75     | DATA (R-DAC?)
5944       | 0x2e7000     | 7.77     | DATA (R-DAC?)
5952       | 0x2e8000     | 7.77     | DATA (R-DAC?)
5960       | 0x2e9000     | 7.76     | DATA (R-DAC?)
5968       | 0x2ea000     | 7.73     | DATA (R-DAC?)
5976       | 0x2eb000     | 7.75     | DATA (R-DAC?)
5984       | 0x2ec000     | 7.76     | DATA (R-DAC?)
5992       | 0x2ed000     | 7.75     | DATA (R-DAC?)
6000       | 0x2ee000     | 7.77     | DATA (R-DAC?)
6008       | 0x2ef000     | 7.77     | DATA (R-DAC?)
6016       | 0x2f0000     | 7.79     | DATA (R-DAC?)
6024       | 0x2f1000     | 7.75     | DATA (R-DAC?)
6032       | 0x2f2000     | 7.73     | DATA (R-DAC?)
6040       | 0x2f3000     | 7.76     | DATA (R-DAC?)
6048       | 0x2f4000     | 7.76     | DATA (R-DAC?)
6056       | 0x2f5000     | 7.74     | DATA (R-DAC?)
6064       | 0x2f6000     | 7.74     | DATA (R-DAC?)
6072       | 0x2f7000     | 7.77     | DATA (R-DAC?)
6080       | 0x2f8000     | 7.76     | DATA (R-DAC?)
6088       | 0x2f9000     | 7.73     | DATA (R-DAC?)
6096       | 0x2fa000     | 7.77     | DATA (R-DAC?)
6104       | 0x2fb000     | 7.73     | DATA (R-DAC?)
6112       | 0x2fc000     | 7.76     | DATA (R-DAC?)
6120       | 0x2fd000     | 7.74     | DATA (R-DAC?)
6128       | 0x2fe000     | 7.75     | DATA (R-DAC?)
6136       | 0x2ff000     | 7.72     | DATA (R-DAC?)
6144       | 0x300000     | 7.75     | DATA (R-DAC?)
6152       | 0x301000     | 7.73     | DATA (R-DAC?)
6160       | 0x302000     | 7.77     | DATA (R-DAC?)
6168       | 0x303000     | 7.76     | DATA (R-DAC?)
6176       | 0x304000     | 7.74     | DATA (R-DAC?)
6184       | 0x305000     | 7.76     | DATA (R-DAC?)
6192       | 0x306000     | 7.77     | DATA (R-DAC?)
6200       | 0x307000     | 7.77     | DATA (R-DAC?)
6208       | 0x308000     | 7.76     | DATA (R-DAC?)
6216       | 0x309000     | 7.75     | DATA (R-DAC?)
6224       | 0x30a000     | 7.75     | DATA (R-DAC?)
6232       | 0x30b000     | 7.75     | DATA (R-DAC?)
6240       | 0x30c000     | 7.76     | DATA (R-DAC?)
6248       | 0x30d000     | 7.77     | DATA (R-DAC?)
6256       | 0x30e000     | 7.75     | DATA (R-DAC?)
6264       | 0x30f000     | 7.73     | DATA (R-DAC?)
6272       | 0x310000     | 7.73     | DATA (R-DAC?)
6280       | 0x311000     | 7.75     | DATA (R-DAC?)
6288       | 0x312000     | 7.74     | DATA (R-DAC?)
6296       | 0x313000     | 7.75     | DATA (R-DAC?)
6304       | 0x314000     | 7.75     | DATA (R-DAC?)
6312       | 0x315000     | 7.75     | DATA (R-DAC?)
6320       | 0x316000     | 7.76     | DATA (R-DAC?)
6328       | 0x317000     | 7.71     | DATA (R-DAC?)
6336       | 0x318000     | 7.74     | DATA (R-DAC?)
6344       | 0x319000     | 7.75     | DATA (R-DAC?)
6352       | 0x31a000     | 7.77     | DATA (R-DAC?)
6360       | 0x31b000     | 7.76     | DATA (R-DAC?)
6368       | 0x31c000     | 7.75     | DATA (R-DAC?)
6376       | 0x31d000     | 7.73     | DATA (R-DAC?)
6384       | 0x31e000     | 7.79     | DATA (R-DAC?)
6392       | 0x31f000     | 7.76     | DATA (R-DAC?)
6400       | 0x320000     | 7.74     | DATA (R-DAC?)
6408       | 0x321000     | 7.77     | DATA (R-DAC?)
6416       | 0x322000     | 7.78     | DATA (R-DAC?)
6424       | 0x323000     | 7.75     | DATA (R-DAC?)
6432       | 0x324000     | 7.73     | DATA (R-DAC?)
6440       | 0x325000     | 7.74     | DATA (R-DAC?)
6448       | 0x326000     | 7.75     | DATA (R-DAC?)
6456       | 0x327000     | 7.78     | DATA (R-DAC?)
6464       | 0x328000     | 7.72     | DATA (R-DAC?)
6472       | 0x329000     | 7.75     | DATA (R-DAC?)
6480       | 0x32a000     | 7.72     | DATA (R-DAC?)
6488       | 0x32b000     | 7.76     | DATA (R-DAC?)
6496       | 0x32c000     | 7.78     | DATA (R-DAC?)
6504       | 0x32d000     | 7.73     | DATA (R-DAC?)
6512       | 0x32e000     | 7.76     | DATA (R-DAC?)
6520       | 0x32f000     | 7.71     | DATA (R-DAC?)
6528       | 0x330000     | 7.72     | DATA (R-DAC?)
6536       | 0x331000     | 7.68     | DATA (R-DAC?)
6544       | 0x332000     | 7.69     | DATA (R-DAC?)
6552       | 0x333000     | 7.57     | DATA (R-DAC?)
6560       | 0x334000     | 7.73     | DATA (R-DAC?)
6568       | 0x335000     | 7.75     | DATA (R-DAC?)
6576       | 0x336000     | 7.69     | DATA (R-DAC?)
6584       | 0x337000     | 7.66     | DATA (R-DAC?)
6592       | 0x338000     | 7.68     | DATA (R-DAC?)
6600       | 0x339000     | 7.65     | DATA (R-DAC?)
6608       | 0x33a000     | 7.58     | DATA (R-DAC?)
6616       | 0x33b000     | 7.59     | DATA (R-DAC?)
6624       | 0x33c000     | 7.59     | DATA (R-DAC?)
6632       | 0x33d000     | 7.60     | DATA (R-DAC?)
6640       | 0x33e000     | 7.60     | DATA (R-DAC?)
6648       | 0x33f000     | 7.61     | DATA (R-DAC?)
6656       | 0x340000     | 7.57     | DATA (R-DAC?)
6664       | 0x341000     | 7.55     | DATA (R-DAC?)
6672       | 0x342000     | 7.62     | DATA (R-DAC?)
6680       | 0x343000     | 7.63     | DATA (R-DAC?)
6688       | 0x344000     | 7.54     | DATA (R-DAC?)
6696       | 0x345000     | 7.63     | DATA (R-DAC?)
6704       | 0x346000     | 7.69     | DATA (R-DAC?)
6712       | 0x347000     | 7.68     | DATA (R-DAC?)
6720       | 0x348000     | 7.70     | DATA (R-DAC?)
6728       | 0x349000     | 7.67     | DATA (R-DAC?)
6736       | 0x34a000     | 7.61     | DATA (R-DAC?)
6744       | 0x34b000     | 7.62     | DATA (R-DAC?)
6752       | 0x34c000     | 7.63     | DATA (R-DAC?)
6760       | 0x34d000     | 7.64     | DATA (R-DAC?)
6768       | 0x34e000     | 7.72     | DATA (R-DAC?)
6776       | 0x34f000     | 7.71     | DATA (R-DAC?)
6784       | 0x350000     | 7.72     | DATA (R-DAC?)
6792       | 0x351000     | 7.72     | DATA (R-DAC?)
6800       | 0x352000     | 7.74     | DATA (R-DAC?)
6808       | 0x353000     | 7.70     | DATA (R-DAC?)
6816       | 0x354000     | 7.63     | DATA (R-DAC?)
6824       | 0x355000     | 7.50     | DATA (R-DAC?)
6832       | 0x356000     | 7.64     | DATA (R-DAC?)
6840       | 0x357000     | 7.58     | DATA (R-DAC?)
6848       | 0x358000     | 7.58     | DATA (R-DAC?)
6856       | 0x359000     | 7.68     | DATA (R-DAC?)
6864       | 0x35a000     | 7.70     | DATA (R-DAC?)
6872       | 0x35b000     | 7.72     | DATA (R-DAC?)
6880       | 0x35c000     | 7.71     | DATA (R-DAC?)
6888       | 0x35d000     | 7.68     | DATA (R-DAC?)
6896       | 0x35e000     | 7.65     | DATA (R-DAC?)
6904       | 0x35f000     | 7.69     | DATA (R-DAC?)
6912       | 0x360000     | 7.73     | DATA (R-DAC?)
6920       | 0x361000     | 7.75     | DATA (R-DAC?)
6928       | 0x362000     | 7.70     | DATA (R-DAC?)
6936       | 0x363000     | 7.66     | DATA (R-DAC?)
6944       | 0x364000     | 7.74     | DATA (R-DAC?)
6952       | 0x365000     | 7.72     | DATA (R-DAC?)
6960       | 0x366000     | 7.72     | DATA (R-DAC?)
6968       | 0x367000     | 7.77     | DATA (R-DAC?)
6976       | 0x368000     | 7.63     | DATA (R-DAC?)
6984       | 0x369000     | 7.64     | DATA (R-DAC?)
6992       | 0x36a000     | 7.66     | DATA (R-DAC?)
7000       | 0x36b000     | 7.66     | DATA (R-DAC?)
7008       | 0x36c000     | 7.59     | DATA (R-DAC?)
7016       | 0x36d000     | 7.67     | DATA (R-DAC?)
7024       | 0x36e000     | 7.72     | DATA (R-DAC?)
7032       | 0x36f000     | 7.75     | DATA (R-DAC?)
7040       | 0x370000     | 7.75     | DATA (R-DAC?)
7048       | 0x371000     | 7.68     | DATA (R-DAC?)
